text,translation
Adventure: move northeast,冒险模式：向东北移动
Adventure: move northeast/down,冒险模式：向东北/向下移动
Adventure: move northeast/up,冒险模式：向东北/向上移动
Adventure: move northwest,冒险模式：向西北移动
Adventure: move northwest/down,冒险模式：向西北/向下移动
Adventure: move northwest/up,冒险模式：向西北/向上移动
Adventure: move same square,冒险模式：原地移动
Adventure: move south,冒险模式：向南移动
Adventure: move south/down,冒险模式：向南/向下移动
Adventure: move south/up,冒险模式：向南/向上移动
Adventure: move southeast,冒险模式：向东南移动
Adventure: move southeast/down,冒险模式：向东南/向下移动
Adventure: move southeast/up,冒险模式：向东南/向上移动
Adventure: move southwest,冒险模式：向西南移动
Adventure: move southwest/down,冒险模式：向西南/向下移动
Adventure: move southwest/up,冒险模式：向西南/向上移动
"Adventure: move up, aux",冒险模式：向上移动，辅助键
Adventure: move view/cursor down (z),冒险模式：向下移动视图/光标 (z)
"Adventure: move view/cursor down (z), fast",冒险模式：向下移动视图/光标 (z)，快速
Adventure: move view/cursor up (z),冒险模式：向上移动视图/光标 (z)
"Adventure: move view/cursor up (z), fast",冒险模式：向上移动视图/光标 (z)，快速
Adventure: move west,冒险模式：向西移动
Adventure: move west/down,冒险模式：向西/向下移动
Adventure: move west/up,冒险模式：向西/向上移动
Adventure: return to arena,冒险模式：返回竞技场
"Adventurer, choose your destiny!",冒险者，选择你的命运！
Adventuring Agreement,冒险者协议
Affected by attributes:,受以下属性影响：
"Affects charging, your combat opportunities, and enemy combat opportunities.",影响冲锋、你的战斗机会和敌人的战斗机会。
Affects movement speed.,影响移动速度。
"Affects physical size, attack power, charging, armor ungainliness, throwing power, carrying capacity, and movement speed.",影响体型、攻击力、冲锋、护甲笨重度、投掷力、负重能力和移动速度。
"Affects trap detection, ambusher detection, charge defense, and provides enemy attack information.",影响陷阱侦测、伏兵侦测、冲锋防御，并提供敌人攻击信息。
"After a polite discussion with a local rival,",与一位本地宿敌经过一番礼貌的商谈之后，
"After a polite discussion with local rivals,",与本地宿敌们经过一番礼貌的商谈之后，
"After a scale is constructed, notes are named according to degree.",构成音阶后，音符按音级命名。
"After a scale is constructed, the root note of chords are named.",构成音阶后，和弦的根音得以命名。
After being interrogated,在受审讯之后
After enduring an interrogation,在熬过审讯之后
"After harvesting plants like the [C:6:0:1]Pigtail[C:7:0:0], first process them at the [C:6:0:0]Farmer's Workshop[C:7:0:0], then",收获[C:6:0:1]螺旋草[C:7:0:0]之类的植物后，先在[C:6:0:0]农夫工坊[C:7:0:0]加工，然后
Agree to make peace between,同意为……之间促成和议
Agree to the adoption,同意收养
Aid Rescue Agreement,援救协助协议
Aim carefully and shoot,仔细瞄准并射击
Aim carefully and throw at,仔细瞄准并投掷向
Alcohol is also sufficient but may not be as easy to come by as it is in a fortress.,酒水也足够，但可能不像在要塞里那样容易获得。
"Alcohol, good food, and personal rooms go a long way.",美酒、佳肴和私人房间大有帮助。
All available witness information is presented for each case.,每个案件的所有可用证人信息均已列出。
"All drinks are free, of course!",所有饮品当然是免费的！
All is not as it seems.,一切并非表面所见。
All of the pipes are flue pipes.,所有音管都是烟道管。
All of the pipes are free reed.,所有音管都是自由簧片。
All of the pipes are single reed.,所有音管都是单簧片。
Allow Mythical Healing,允许神话治疗
"Along with combat, conversations are where most of the events in play happen.  You can obtain quests, followers, information,",除了战斗，对话是游戏中最主要的事件发生地。你可以获取任务、追随者、情报，
"Although accounts vary, it is universally agreed that",虽然说法不一，但人们一致认为
"Although it is a grim reminder of the winter hardships to come, the supply caravan from",尽管这预示着即将到来的严冬困苦，来自
"Although this location is relatively safe, it is recommended that you prepare a squad and get them training at some point.",虽然此地相对安全，仍建议你在某个时候组建一支小队进行训练。
"Although we are loath to spare a single branch to your senseless slaughter,",尽管我们不愿为你们无谓的屠杀让出一根枝条，
Ambience Volume (Adventure):,环境音量（冒险模式）：
Ambience Volume (Fortress):,环境音量（要塞模式）：
Ambush (incapacitated creature),伏击（失能生物）
Ambush (injured creature),伏击（受伤生物）
Ambush (uninjured creature),伏击（未受伤生物）
An error occurred that wasn't supposed to.  Contact support.,发生了一个本不该出现的错误。请联系客服。
An honored visitor!  What would you like?,尊贵的访客！您想要点什么？
An obvious material to use to make the crafts is rock.,制作工艺品最显而易见的材料是岩石。
"And a true ruler requires seven symbols, symbols not of this world. Mere steel will not suffice.",真正的统治者需要七件信物，那是非此世之物。区区钢铁是不够的。
And remember: [C:2:0:1]Losing is fun![C:7:0:0],记住：[C:2:0:1]失败也是乐趣！[C:7:0:0]
"And remember: [C:2:0:1]Losing is fun, and now it's personal![C:7:0:0]",记住：[C:2:0:1]失败也是乐趣，而现在更是切身之痛！[C:7:0:0]
"Animals, Assign Work Animal",动物，指派工作动物
"Animals, Hunting Training",动物，狩猎训练
"Animals, Toggle Available",动物，切换可用状态
"Animals, War Training",动物，战争训练
"Any ability you possess that doesn't fit elsewhere will appear here.  For instance, many creatures can spit or pet animals.  Others can breathe fire.",任何不适合归入其他类别的能力都会显示在这里。例如，许多生物会吐口水或抚摸动物。还有的能喷吐火焰。
Any should be brought to,任何单位都应被带至
"Aquifers can block the downward progress of your fortress, but it is possible to bypass them.",含水层可能会阻碍你要塞的向下发展，但绕过它们是可能的。
Are you interested in,你是否对……感兴趣
Are your farmplots working?  Make sure you are planting edible plants.,你的农田正常运作吗？请确保你种植的是可食用的作物。
"As a rule throughout the poem, the end rhymes don't generally match perfectly.",按照整首诗的规则，尾韵通常并不完全押韵。
"As stated above, they are to be played in polymeter.",如上所述，演奏时应采用复节拍。
"As stated above, they are to be played in polyrhythm.",如上所述，演奏时应采用复节奏。
As the guild grows in power they may demand a [C:1:0:1]Guildhall[C:7:0:0] of greater value.  This can be increased by,随着行会势力壮大，他们可能会要求建造价值更高的[C:1:0:1]行会大厅[C:7:0:0]。你可以通过……来提升其价值：
"As you dig deeper and more citizens take up residence in your outpost, your doings will attract attention, both wanted and unwanted.",随着你越挖越深，越来越多的市民在你的前哨定居，你的所作所为将引来关注——无论是好的还是坏的。
As your dwarves live and work in your fortress they will generate [C:6:0:1]Refuse[C:7:0:0].,当你的矮人在要塞中生活和工作时，他们会产生[C:6:0:1]垃圾[C:7:0:0]。
"Ask about available services, drinks, rooms, etc.",询问可用的服务、饮料、房间等。
Ask about listener's family,询问对方的家人
Ask about somebody (new menu),询问某人（新菜单）
Ask about the listener's master or boss,询问对方的师父或上司
Ask about the listener's schemes and plots,询问对方的阴谋与计划
Ask about the local ruler,询问当地统治者
Ask about the position of this group's forces,询问该组织势力的位置
Ask about this site's neighbors and trade partners,询问此地点的邻里和贸易伙伴
"Ask favor, place request, make demand or issue order (new menu)",请求恩惠、请求安置、提出要求或下达命令（新菜单）
Ask for directions (new menu),询问方向（新菜单）
Ask for directions to,询问前往…的方向
Ask for how much? (0-,询问多少个？（0-
Ask for the whereabouts of,询问…的下落
Ask how strong this group's hold over its lands is,询问该组织对其领地的控制强度
Ask listener to adopt,请求听者收养
Ask listener to join you (new menu),请求听者加入你（新菜单）
Ask listener to wait here,请求听者在此等候
Ask listener to wait until you've returned home,请求听者等到你返回家园
Ask listener's course of action,询问听者的行动计划
Ask the listener for the location of,向听者询问…的位置
Asked to clone nonexistent texture!,被要求克隆不存在的纹理！
Associated Organization:,关联组织：
Assume an appropriate identity first if you'd like to pretend.,如果你想假装，请先设定一个合适的身份。
At whom or what would you like to throw?,你想朝谁或什么东西投掷？
Attacks target specific body parts and have various modifiers.  You will select these in the subsequent menus.,攻击会针对特定身体部位并有各种修正。你将在后续菜单中进行选择。
Attempting to load a nemesis record's unit,正在尝试加载宿敌记录的单位
Attribute range greater than,属性范围大于
Attribute range less than,属性范围小于
Attributes remaining:,剩余属性点：
Austere    <->    Extravagant,简朴 <-> 奢华
Average Non-Prone Profile,平均站立轮廓
Average Seconds Between Tracks/Interludes (Fortress):,乐曲/间奏平均间隔秒数（要塞）：
Avoid conflict today.,今天避免冲突。
Avoid fights <->  Like brawls,避免斗殴 <-> 喜欢斗殴
Bandit empties container,强盗倒空容器
Battering Ram Position,攻城锤位置
"Be careful, for their leader",小心，因为他们的首领
"Be warned that shooting a projectile currently has a long recovery time, so you may be subject to attack after you fire.",请注意，当前射击后有较长的恢复时间，射出后可能会遭到攻击。
Beds in common area:,公共区域的床铺：
"Before you begin your travels, we'll familiarize you with the basic controls.",在开始旅程之前，我们先带你熟悉一下基本操作。
"Before you can create a military, you must appoint a [C:5:0:0]Militia Commander[C:7:0:0]",在建立军队之前，你必须任命一名[C:5:0:0]民兵指挥官[C:7:0:0]
Before you start chopping down trees you may want to create a dedicated [C:6:0:0]Wood Stockpile[C:7:0:0].,在开始砍树之前，你可能想先建一个专门的[C:6:0:0]木材储存区[C:7:0:0]。
"Behold, mortal.  I am",看好了，凡人。我是
Believe no one today.,今日勿信任何人。
Best keep your head down.,最好低调行事。
Beware a hidden plan.,提防暗藏的阴谋。
Beware a lack of balance.,提防失去平衡。
Beware!  It it said that only,当心！据说只有
Binding missing while loading macro:,加载宏时缺少按键绑定：
Binding name unknown while loading macro:,加载宏时绑定名称未知：
