text,translation
Considered an intruder,被看做是一名入侵者
Legendary monster,传奇怪物
Infamous monster,臭名昭著的怪物
Noted monster,著名的怪物
Certainly feared as a monster,害怕被当作怪物
Feared as a monster,像妖魔一样令人恐惧
Legendary brigand,传奇盗贼
Infamous brigand,臭名昭著的强盗
Noted brigand,著名的强盗
Certainly feared as a brigand,害怕被当作盗贼
Feared as a brigand,作为山贼而感到
Legendary bully,传奇恶霸
Infamous bully,臭名昭著的恶霸
Noted bully,著名的恶霸
Certainly considered a bully,被肯定地看做是一名恶霸
Considered a bully,被认为是恶霸
Legendary brawler,传奇斗士
Famous brawler,名声显赫的斗士
Moted brawler,出名的斗士
Certainly considered a brawler,被肯定地看做是一名斗士
Considered a brawler,被看作是一名斗士
Legendary villain,传奇恶棍
Infamous villain,臭名昭著的恶棍
Noted villain,著名的恶棍
Greatly feared as a villain,作为一名令人人闻风丧胆的恶棍
Feared as a villain,像恶棍一样令人恐惧
Legendary hunter,传奇猎人
Great hunter,伟大的猎人
Talented hunter,天才猎人
Skilled hunter,资深的猎人
Respected as a hunter,受人敬重的猎人
Legendary killer,传奇杀手
Infamous killer,臭名昭著的杀手
Noted killer,著名杀手
Greatly feared as a killer,令人胆寒的屠夫
Feared as a killer,像杀手一样令人恐惧
Legendary murderer,传奇凶手
Infamous murderer,臭名昭著的杀人犯
Noted murderer,著名的谋杀犯
Greatly feared as a murderer,令人闻风丧胆的谋杀犯
Feared as a murderer,令人恐惧的屠夫
Legendary enemy fighter,传奇退敌斗士
Infamous enemy fighter,臭名昭著的斗士
Noted enemy fighter,著名的敌方战士
Greatly feared for violent oppositoin,非常害怕暴力的反抗
Feared for violent opposition,害怕暴力的反抗
Legendary fighter,传奇斗士
Famous fighter,名声显赫的战士
Noted fighter,著名的战士
Greatly respected for fighter,作为一名战士受到极大的尊重
Respected for fighter,作为一名战士受到尊重
Legendary loyal soldier,传奇的忠诚军人
Famous loyal soldier,名声显赫的忠诚军人
Noted loyal soldier,著名的忠诚士兵
Greatly respected for loyalty,因忠诚受人敬仰
Respected for loyalty,因忠诚而受人尊敬
Legendary protector of the weak,传奇庇护者
Famous protector of the weak,声名显赫的庇护者
Noted protector of the weak,著名的庇护者
Greatly respected for protecting the weak,极大地受人尊敬的庇护弱者之人
Respected for protecting the weak,因庇护弱者而极大地受人尊敬
Legendary preserver of the knowledge,传奇博学大师
Famous preserver of the knowledge,名声显赫的博学大师
Noted preserver of the knowledge,著名的博学大师
Greatly respected for preserving the knowledge,因博学多才而备受崇敬
Respected for preserving the knowledge,因博学多才而受人尊敬
Legendary treasure hunter,传奇寻宝者
Famous treasure hunter,名声显赫的宝物猎人
Noted treasure hunter,著名的宝物猎人
Greatly respected for hunting treasure,因狩猎宝物而受人尊敬
Respected for hunting treasure,因狩猎宝物而受人尊敬
Legendary thief,传奇盗贼
Infamous thief,名声显赫的盗贼
Noted thief,著名的盗贼
Certainly considered a thief,被肯定地看做是一名盗贼
Considered a thief,被认为是小偷
Former ,前任的 
Former mercenary,前雇佣兵
Enemy,敌人
Criminal,刑事
Citizen,居民
Member,会员
Former member,前会员
Slave,奴隶
Former slave,前奴隶
Prisoner,囚犯
Former prisoner,前囚徒
Worker,工人
Former worker,前工人
Squad,分队
Uniform,制式服装
Kills,击杀数
No squad assigned,未指定小队
No orders,没有订单
Recent thoughts,近期想法
Memories,记忆
Traits,性格
Values,价值观
Preferences,偏好
Needs,需要
Pen,畜栏
*** Forbidden ***,*** 禁止 ***
Slated for removal,已标记为删除
Removal suspended.,中止移除
Removal inactive.,删除无效. 
Cancel removal,取消删除
Trap Occupied:,陷阱被占用
Waiting for construction...,等待施工...
Construction initiated.,施工开始.
Partially constructed.,部分已构建
Construction nearly done.,构筑接近完成
Construction suspended.,施工暂停. 
Construction inactive.,建造搁置. 
Resume construction,恢复建造
Suspend construction,暂停建造
Cancel construction,取消建造
Remove building,移除建筑物
is a narrative,是一个叙事性的
This building has,这座建筑有
been claimed by,被声称的
works furiously!,疯狂地工作!
keeps muttering,不停地嘀咕
works secretly...,秘密工作...
"works, darkly brooding...",阴沉思索着工作...
works with menacing fury!,以惊人的速度工作!
broods,沉思
"""Yes.  I need ","""是的我需要 "
"""Leave me.  I need... ","""离开我. 我需要...... "
things...  certain things,东西... 一些东西
screams,尖叫声
"""I must have ","""我必须拥有 "
mutters,嘟囔
 needs, 需求
bones...  yes,骨头......是的
a shell,一个贝壳
a corpse,一具尸体
tree... life,树...生命
raw... green,未经加工的...绿色的
raw... clear,原料......透亮的
raw... crystal,原料......水晶
rough... color,粗糙的...颜色
stone... rock,石头......岩石
bars... metal,条锭......金属
gems... shining,宝石......闪闪发光
blocks... bricks...,块......砖......
leather... skin,皮革......皮肤
cloth... thread,布......线
sketches,绘画
pictures of ,此图画描绘的是 
skeletons,骷髅
shells,贝壳
death,死亡
a forest,一片森林
glass,玻璃
glass and burning wood,玻璃和燃烧的木材
rough gems and glass,粗糙的宝石和玻璃
rough gems,粗糙的宝石
a quarry,采石场
shining bars,耀眼的条锭
of metal,金属
cut gems,切割宝石
square blocks,方块
stacked leather,叠层皮革
stacked cloth,叠布
Tasks,任务
Workers,工作人员
Work orders,工作单
Back,返回
Need accessible mechanisms.,需要可拿取到的机械零件
Link lever,连接拉杆
Pull lever,拉动拉杆
Link plate,连接踏板
Add new task,添加新任务
Workers cannot be assigned to this building.,工作命令无法被安排到这个建筑
This workshop is free for anybody to use.,这个工坊可以被任何人使用
Only one master may be assigned to each workshop.,一个工坊只能分配给一位工人
will only do assigned tasks,只会做指定的任务
will do available tasks anywhere,会接手任何没人干的活
Work orders cannot be assigned to this building.,工作命令无法被安排到这个建筑
A manager is required to add work orders to the shop.,需要一个管理员才能向工坊添加工作命令
Work orders can be added specifically for this shop.,工作命令会被专门安排至这个工坊
General work orders allowed: ,允许从事的普通工作订单: 
There is no bucket.,无水桶
The bucket is full.,水桶满了
The well is operational.,水井可用
The well is dry.,水井干了
Frozen Here,冻在这里
Frozen Elsewhere,冷冻其他地方
Active,激活
Inactive,闲置
Total Power: ,总动力: 
Total Power Needed: ,总动力需求: 
Stable Foundation,稳固的基础
Hanging,挂
Stop Pumping Manually,停止手动操作水泵
Start Pump Manually,开始手动操作水泵
Pumps from the north,来自北方的泵
Pumps from the east,来自东方的泵
Pumps from the south,来自南方的泵
Pumps from the west,来自西方的泵
This is a memorial to,这个纪念碑祭奠着
On display,展示中
Assigned,已分配的
Assign new display items,安放新的展示品
Install colony when ready,准备好后建立聚居地
   * Requires wild colony or, *需要野生殖民地或
   * Existing hive, *现有的蜂巢
Do not install colony,不建立聚居地
Gather any products,收集任意制品
   * Destroys colony, *破坏殖民地
   * Requires a jug, *需要一个水壶
Do not gather products,不收集产品
   * Saves colony for split, *保存殖民地分裂
Outdoor access,户外访问
No outdoor access,没有户外通道
Ready to be split,准备拆分
Not ready to be split,还没准备好分手
Too many hives,蜂巢太多了
* No output,*没有输出
* Output restricted,*输出受限制
Occupant,居住者
Unassigned occupant,未指派占有人
Terrarium,玻璃饲养箱
Aquarium,水族馆
"tavern (255,255,32)","酒馆(255,255,32)"
You must designate a dungeon,你必须划定一个地牢
before this restraint will,在这种约束之前
be used for imprisonment.,用于监禁. 
This furniture is a part of multiple rooms.,这件家具是多个房间的一部分. 
This furniture is a part of,这件家具是一部分
Unnamed water source,未命名水源区
Unnamed dump,未命名丢弃区
Unnamed sand collection area,未命名沙子收集区
Unnamed fishing area,未命名捕鱼区
Unnamed pit/pond,未命名土坑/水塘
Unnamed memorial hall,未命名的纪念堂
Unnamed sculpture garden,无名雕塑花园
Unnamed zoo,未命名动物园
Unnamed museum,未命名博物馆
Unnamed meeting hall,未命名集会区
Unnamed pen/pasture,未命名畜牧区
Unnamed clay collection area,未命名黏土收集区
Unnamed animal training area,未命名动物训练区
Unnamed plant gathering area,未命名植物采集区
Unnamed bedroom,未命名卧室
Unnamed office,未命名办公室
Unnamed archery range,未命名射箭区
Unnamed barracks,未命名营房
Unnamed dungeon,未命名地牢
Unnamed dormitory,未命名宿舍
Unnamed dining hall,未命名餐厅
Unnamed tomb,未命名墓穴
Unnamed zone,未命名区域
Assigned and chained,分配和链接
Chained,链式
a former member of,前成员
I accepted bribed in exchange for offering leniency.,"我接受了贿赂,以换取提供宽大处理.  "
Fire at Will,自由射击
Prepare to Fire,准备射击
Not in Use,不可用
Orientation,意向
Operated by Mechanisms,由机件操作
Forbidden,禁止
Passable,可通行
DOOR TAKEN BY INVADERS,门已被入侵者占领
Retake door to forbid it.,夺回门以阻止它
DOOR USED BY INTRUDER,入侵者闯入的门
Open,打开
HATCH TAKEN BY INVADERS,被入侵者占领的洞口
Retake hatch to forbid it.,夺回洞口以阻止它
HATCH USED BY INTRUDER,入侵者使用的洞口
You must designate a tomb,你必须指定一个陵墓
before this coffin will,在此棺材前
be used for burial.,将在仪式上使用
This is the resting place of,休息场地所有者:
[Chuckles]  How droll.,[笑]多么滑稽. 
Deceased,已故
Nest box claimed by,巢箱使用者为
Nest box unclaimed,巢箱无鸟认领
Move goods to/from depot,搬运商品 进/出 仓库
Awaiting ,等待中 
 items, 物品
There are no merchants trading right now.,现在没有商人在交易
Broker requested at depot,需要一位经纪人前往贸易站
Anyone requested at depot,需要任意人前往贸易站
No trader needed at depot,不需要交易者位于站点
Broker: ,经纪人: 
Broker can access depot,经纪人可进入贸易站
Broker cannot access depot,经纪人无法访问仓库
You do not have a broker.,你没有经纪人
Desired bait: ,喜欢的诱饵: 
Nothing,没有
Meat,肉
Fish,捕鱼
Large gem,巨大的宝石
Trap Baited:,陷阱诱饵:
(now),(现在)
Leave fallow,农场休耕
No seeds,没有种子
Not set to fertilize,没有开始施肥
Set to fertilize,开始施肥
Current amount: ,当前数量 
Fertilize,施肥
every season,每一个季节
Poor soil,土壤贫瘠
(Cavern soil,(洞穴土壤
is best),是最合适的)
Disengaged,脱离
Show linked buildings,显示关联的建筑
Show items,显示物品
"meeting area zones, dining rooms and","机会区域,餐厅和"
This visitor is ready to leave.,这位访客准备离开. 
This visitor has come ,这位访客来了 
to pray,祈祷
to study,学习
to relax,放松
to perform,去表演
to slay beasts,杀死野兽
seeking work as a performer,寻找表演者的工作
seeking work as a mercenary,寻找雇佣兵的工作
seeking work as a scholar,寻找学者的工作
for diplomacy,外交
seeking sanctuary,寻求庇护
asking questions,问问题
heard this was a good place to search for monsters.,听说这是寻找怪物的好地方. 
heard this was the place for those seeking danger.,听说这是寻求危险的人的地方. 
heard ,听说 
 was the place for prayer., 是祈祷的地方. 
went on this journey out of curiosity.,出于好奇而继续这段旅程. 
was curious about ,很好奇 
 was the place for a good drink., 是一个很好喝的地方. 
 was the place to admire fine architecture., 是欣赏精美建筑的地方. 
 was the place to enjoy oneself., 是享受自己的地方. 
 was the place to entertain people., 是招待人的地方. 
 was the place to perform research., 是进行研究的地方. 
 was the place for long-term scholarship., 是个适合做长期学问研究的地方. 
 would make a good base for a mercenary., 会为雇佣兵打下良好的基础. 
 was the place to look for long-term work., 是寻找长期工作的地方. 
believes ,相信 
 would be a safe place to stay., 将是一个安全的住宿地点. 
is seeking information,正在寻求信息
 about the location of , 关于位置之于 
You can learn more about this visitor after they chat with a local.,您可以在与当地人聊天后了解有关此访问者的更多信息. 
